WorkTimeInSeconds...1,multiplier,amount,age,gender,income,WorkTimeInSeconds...7,"Q3_1 On a scale of 0 to 100, how would you describe your political views?","Q8_1 On a scale of 0 to 100, how would you describe your religious orientation?","Q5 In the 2016 Presidential election, who did you vote for?",Q9 What State do you live in?,Q7 Do you consider yourself a:,"Q8 Aside from weddings and funerals, how often do you attend religious services?",batch
483,1.85,0,18-29,Female,"$20,000 - $39,999",189,86,0,Didn't vote,NJ,Independent,Never,d
135,0.53,0,18-29,Male,"$20,000 - $39,999",104,19,0,Donald Trump,MI,Republican,Never,d
130,0.51,0,60-69,Male,"$40,000 - $59,999",66,53,19,Hillary Clinton,SC,Independent,A few times a year,d
1372,1.87,1,18-29,Female,"$20,000 - $39,999",1204,51,51,Didn't vote,OR,Independent,More than once a week,d
69,1.07,0,18-29,Male,"$40,000 - $59,999",2276,92,78,Didn't vote,GA,Democrat,A few times a year,d
71,0.37,0,18-29,Male,"$80,000 - $99,999",30,35,33,Someone else,AZ,Republican,Seldom,d
122,0.57,1,18-29,Male,"Under $20,000",147,100,100,Donald Trump,UT,Democrat,More than once a week,d
90,0.14,0.6,30-39,Female,"Over $100,000",59,87,64,Hillary Clinton,IL,Democrat,A few times a year,d
108,1.41,0.6,30-39,Female,"$80,000 - $99,999",61,19,80,Donald Trump,NC,Republican,Seldom,d
128,0.92,0.4,30-39,Male,"Under $20,000",74,39,0,Hillary Clinton,MS,Democrat,Seldom,d
97,0.36,0,50-59,Male,"$80,000 - $99,999",74,29,19,Donald Trump,CO,Republican,Seldom,d
212,0.5,0.4,40-49,Female,"$20,000 - $39,999",108,76,0,Didn't vote,IN,Independent,Never,d
356,0.3,0,50-59,Male,"Over $100,000",39,73,0,Hillary Clinton,NJ,Independent,Never,d
207,0.34,0,40-49,Male,"$20,000 - $39,999",44,0,26,Donald Trump,AZ,Republican,Seldom,d
86,1.45,0.25,18-29,Male,"Over $100,000",2467,81,0,Hillary Clinton,IN,Independent,Never,d
139,1.57,0.2,18-29,Female,"$20,000 - $39,999",165,61,38,Donald Trump,FL,Independent,Never,d
298,0.82,0.2,40-49,Female,"$20,000 - $39,999",55,38,89,Donald Trump,FL,Republican,Seldom,d
712,0.56,0,18-29,Male,"Over $100,000",58,100,0,Hillary Clinton,NY,Democrat,Never,d
78,0.07,0,30-39,Female,"$20,000 - $39,999",61,74,6,Donald Trump,FL,Republican,Seldom,d
117,0.21,0.5,30-39,Male,"$60,000 - $79,999",88,17,4,Didn't vote,TX,Independent,Never,d
97,0.97,0.5,40-49,Female,"Over $100,000",38,96,33,Hillary Clinton,NE,Democrat,Never,d
220,1.09,0.8,18-29,Female,"$40,000 - $59,999",77,23,77,Donald Trump,CA,Republican,Once a week,d
114,1.82,0.8,30-39,Male,"$40,000 - $59,999",601,66,9,Donald Trump,NC,Independent,Never,d
227,1.86,0.4,40-49,Female,"$40,000 - $59,999",1359,20,20,Donald Trump,CA,Republican,Never,d
114,0.35,0,50-59,Female,"$40,000 - $59,999",33,100,0,Hillary Clinton,MA,Democrat,Never,d
127,0.27,0.6,18-29,Female,"$40,000 - $59,999",97,28,100,Donald Trump,IL,Republican,Once a week,d
368,1.23,0.1,30-39,Male,"$20,000 - $39,999",42,100,0,Hillary Clinton,WA,Democrat,Never,d
127,0.6,0,60-69,Female,"$40,000 - $59,999",54,95,19,Hillary Clinton,WA,Democrat,Seldom,d
111,0.54,0.4,18-29,Female,"Under $20,000",41,95,18,Hillary Clinton,CA,Democrat,Seldom,d
55,0.45,0.8,18-29,Male,"$60,000 - $79,999",892,59,55,Didn't vote,MA,Independent,Seldom,d
1071,0.84,0,40-49,Female,"$40,000 - $59,999",2789,78,0,Hillary Clinton,OH,Democrat,Never,d
113,0.76,1,30-39,Male,"Over $100,000",173,60,0,Hillary Clinton,TX,Democrat,Never,d
180,0.86,0.6,50-59,Female,"$60,000 - $79,999",48,92,19,Hillary Clinton,NY,Democrat,Seldom,d
350,1.66,0.2,18-29,Male,"$20,000 - $39,999",645,60,81,Donald Trump,TX,Independent,Seldom,d
176,1.08,1,50-59,Female,"$20,000 - $39,999",80,81,3,Hillary Clinton,KY,Democrat,Seldom,d
113,0.05,0,18-29,Female,"$60,000 - $79,999",2524,91,19,Didn't vote,IN,Democrat,Seldom,d
119,1.14,0.5,40-49,Female,"$40,000 - $59,999",40,0,91,Donald Trump,OH,Republican,Once or twice a month,d
81,1.39,0.2,40-49,Female,"Under $20,000",62,81,0,Donald Trump,NY,Democrat,Never,d
196,1.51,0,30-39,Female,"Under $20,000",70,8,33,Donald Trump,TX,Republican,Never,d
220,1.67,0.5,30-39,Male,"$80,000 - $99,999",61,30,81,Donald Trump,NC,Independent,Once a week,d
1249,0.7,0,30-39,Male,"$80,000 - $99,999",2789,100,38,Donald Trump,TX,Republican,A few times a year,d
385,1.44,0.41,30-39,Female,"$20,000 - $39,999",505,19,83,Donald Trump,MD,Independent,Once a week,d
73,1.14,0,30-39,Female,"$60,000 - $79,999",78,62,11,Hillary Clinton,IA,Democrat,Seldom,d
104,1.59,1,18-29,Female,"$80,000 - $99,999",73,100,5,Hillary Clinton,SC,Democrat,Seldom,d
440,1.59,0.6,70 or over,Male,"Under $20,000",116,89,1,Hillary Clinton,CA,Democrat,Never,d
381,1.2,0.5,40-49,Female,"$80,000 - $99,999",52,87,51,Hillary Clinton,NE,Democrat,Once a week,d
1011,1.52,0.2,50-59,Female,"$20,000 - $39,999",2968,46,0,Didn't vote,CA,Independent,Never,d
84,1.27,1,18-29,Other / Prefer not to state,"$80,000 - $99,999",52,100,40,Hillary Clinton,ID,Something else,Seldom,d
166,1.32,0.2,30-39,Female,"$20,000 - $39,999",42,27,81,Someone else,KY,Republican,More than once a week,d
131,0.07,1,60-69,Female,"$40,000 - $59,999",36,92,92,Hillary Clinton,IA,Democrat,Once or twice a month,d
63,1.39,1,40-49,Female,"$40,000 - $59,999",29,100,3,Hillary Clinton,MN,Democrat,Never,d
103,0.27,0,40-49,Male,"$40,000 - $59,999",46,73,20,Hillary Clinton,PA,Independent,Seldom,d
290,1.09,0.95,30-39,Female,"$60,000 - $79,999",56,100,100,Donald Trump,AZ,Independent,Once a week,d
174,0.62,0.6,60-69,Male,"Under $20,000",58,60,61,Donald Trump,AZ,Independent,Seldom,d
190,1.38,0.4,60-69,Male,"Under $20,000",71,24,78,Donald Trump,SC,Republican,Seldom,d
123,1.09,0.2,30-39,Male,"$20,000 - $39,999",44,79,0,Hillary Clinton,TN,Democrat,Never,d
160,0.89,1,40-49,Male,"$40,000 - $59,999",84,46,70,Donald Trump,SC,Independent,Seldom,d
132,1.98,0.4,50-59,Male,"$20,000 - $39,999",201,68,90,Didn't vote,OK,Republican,Never,d
143,1.86,1,18-29,Male,"$40,000 - $59,999",35,50,0,Donald Trump,TX,Democrat,Never,d
39,1.9,0.5,30-39,Female,"$80,000 - $99,999",37,94,71,Hillary Clinton,MI,Democrat,Once or twice a month,d
70,1.93,0,30-39,Male,Prefer not to state,39,44,0,Hillary Clinton,CA,Independent,Never,d
58,1.35,0,30-39,Male,"Over $100,000",1650,64,22,Hillary Clinton,CO,Democrat,Once or twice a month,d
119,1.81,0,30-39,Female,"$40,000 - $59,999",55,100,0,Didn't vote,CA,Independent,Never,d
97,1.47,0.3,18-29,Male,"Under $20,000",89,79,19,Donald Trump,FL,Republican,Never,d
208,0.63,0,18-29,Male,"$60,000 - $79,999",117,77,0,Didn't vote,OK,Independent,Never,d
918,0.4,0.6,30-39,Female,"$20,000 - $39,999",646,100,51,Hillary Clinton,MO,Independent,Seldom,d
91,0.09,0,30-39,Female,"$20,000 - $39,999",44,19,51,Donald Trump,CA,Republican,A few times a year,d
131,1.85,0,30-39,Male,"$40,000 - $59,999",25,38,82,Didn't vote,GA,Republican,Once a week,d
81,1.97,1,18-29,Male,"$60,000 - $79,999",49,8,85,Hillary Clinton,TX,Independent,Once or twice a month,d
150,1.04,0.6,50-59,Female,"$20,000 - $39,999",49,76,5,Someone else,CO,Democrat,Never,d
221,0.69,0.2,30-39,Female,"$60,000 - $79,999",47,96,85,Didn't vote,MN,Democrat,A few times a year,d
81,0.89,0,18-29,Male,"$40,000 - $59,999",1616,74,71,Hillary Clinton,NJ,Democrat,Once or twice a month,d
564,1.14,1,18-29,Male,"Over $100,000",279,8,100,Donald Trump,WA,Republican,A few times a year,d
591,0.12,0,30-39,Male,"$40,000 - $59,999",64,100,0,Hillary Clinton,NJ,Democrat,Never,d
61,0.68,0,30-39,Female,"$60,000 - $79,999",40,49,15,Hillary Clinton,NY,Democrat,Seldom,d
69,1.57,0.2,40-49,Male,"$20,000 - $39,999",30,95,0,Hillary Clinton,CA,Democrat,Never,d
1460,0.01,0,Prefer not to state,Other / Prefer not to state,Prefer not to state,395,49,0,Didn't vote,WA,Independent,Never,d
1323,1.96,0,18-29,Male,"$40,000 - $59,999",1253,84,70,Donald Trump,MI,Democrat,Seldom,d
130,1.31,0.8,60-69,Female,"$60,000 - $79,999",30,40,50,Someone else,GA,Independent,A few times a year,d
51,1.64,0,30-39,Male,"$20,000 - $39,999",35,100,0,Someone else,MD,Democrat,Never,d
43,0.18,0,50-59,Male,"$80,000 - $99,999",113,27,78,Donald Trump,PA,Republican,Seldom,d
693,0.87,0.8,30-39,Female,"$40,000 - $59,999",183,91,84,Hillary Clinton,NY,Democrat,Once or twice a month,d
142,0.32,0.4,18-29,Female,"$80,000 - $99,999",37,90,0,Hillary Clinton,TX,Independent,Never,d
176,0,0,30-39,Male,"$80,000 - $99,999",60,75,9,Hillary Clinton,CA,Democrat,A few times a year,d
314,0.23,0,30-39,Male,"Over $100,000",45,8,63,Donald Trump,CA,Republican,A few times a year,d
86,0.31,1,30-39,Male,"$40,000 - $59,999",41,91,75,Didn't vote,NC,Democrat,A few times a year,d
124,0.77,0,30-39,Male,"Under $20,000",73,81,87,Donald Trump,NY,Independent,Once or twice a month,d
135,1.63,0.2,50-59,Male,"$80,000 - $99,999",3157,40,19,Donald Trump,NJ,Independent,A few times a year,d
96,0.2,0,30-39,Male,"$20,000 - $39,999",68,100,13,Hillary Clinton,MO,Independent,Seldom,d
119,0.28,1,30-39,Male,"$60,000 - $79,999",546,60,0,Hillary Clinton,TX,Democrat,Never,d
111,0.88,1,30-39,Female,"$40,000 - $59,999",37,20,100,Donald Trump,NJ,Republican,More than once a week,d
146,1.91,0.05,30-39,Female,"$40,000 - $59,999",275,94,33,Hillary Clinton,AZ,Democrat,Seldom,d
230,0.47,0,30-39,Male,"$80,000 - $99,999",44,51,0,Didn't vote,NY,Independent,Never,d
70,1.71,0.2,60-69,Male,"Over $100,000",75,71,81,Donald Trump,NJ,Independent,Seldom,d
62,0.39,0.2,30-39,Female,"Over $100,000",48,20,87,Didn't vote,MN,Republican,Once or twice a month,d
341,0.56,0,40-49,Female,"Over $100,000",601,31,19,Hillary Clinton,KY,Independent,Once or twice a month,d
162,0.54,0.01,40-49,Male,"Under $20,000",104,88,100,Someone else,MS,Something else,Seldom,d
137,1.18,0.01,40-49,Female,"$20,000 - $39,999",123,81,81,Hillary Clinton,NY,Democrat,A few times a year,d
99,1.08,0,18-29,Male,"$80,000 - $99,999",161,55,0,Donald Trump,PA,Independent,Never,c
509,0.33,0,18-29,Male,"$60,000 - $79,999",2252,100,0,Hillary Clinton,TX,Democrat,Never,c
160,0.23,0.2,18-29,Female,"Over $100,000",62,88,0,Someone else,OH,Independent,Never,c
382,1.67,0.6,18-29,Male,"$20,000 - $39,999",505,90,92,Donald Trump,NY,Republican,Once a week,c
96,0.01,0,40-49,Female,"$60,000 - $79,999",42,19,89,Didn't vote,LA,Republican,A few times a year,c
70,0.64,0,30-39,Female,"$20,000 - $39,999",60,80,23,Hillary Clinton,VA,Democrat,A few times a year,c
890,0.06,0,18-29,Male,"$20,000 - $39,999",1253,40,74,Didn't vote,PA,Independent,A few times a year,c
68,0.78,0,18-29,Male,"$40,000 - $59,999",59,43,33,Donald Trump,CA,Independent,Once a week,c
87,0.22,0,60-69,Male,"Under $20,000",63,92,40,Hillary Clinton,NC,Democrat,Never,c
908,0.16,0,30-39,Male,"$20,000 - $39,999",45,40,66,Donald Trump,PA,Independent,A few times a year,c
82,1.65,0,30-39,Female,"Under $20,000",34,43,70,Someone else,VA,Independent,A few times a year,c
99,1.53,0,50-59,Female,"$20,000 - $39,999",117,86,1,Hillary Clinton,PA,Democrat,Never,c
795,0.24,0,30-39,Male,"$20,000 - $39,999",316,100,0,Hillary Clinton,IL,Democrat,Never,c
402,0.05,0,30-39,Male,"$20,000 - $39,999",103,8,70,Donald Trump,CA,Republican,Once or twice a month,c
489,0.5,0,30-39,Male,"$40,000 - $59,999",2760,89,69,Hillary Clinton,PA,Independent,A few times a year,c
87,1.24,0.4,30-39,Male,"Over $100,000",30,50,0,Someone else,CA,Something else,Never,c
451,1.15,1,30-39,Male,"$40,000 - $59,999",247,80,75,Donald Trump,OH,Republican,Once a week,c
279,0.91,1,40-49,Female,"$20,000 - $39,999",63,77,82,Donald Trump,TX,Republican,Once or twice a month,c
468,1.17,0,30-39,Male,"Over $100,000",126,100,0,Hillary Clinton,WI,Democrat,Never,c
331,0.09,0.09,18-29,Male,"$80,000 - $99,999",2006,78,70,Donald Trump,NY,Republican,Once a week,c
248,1.75,0,30-39,Male,"$40,000 - $59,999",746,40,20,Didn't vote,MO,Republican,Never,c
176,0.07,0,18-29,Male,"$20,000 - $39,999",46,50,94,Didn't vote,VA,Democrat,Once a week,c
251,1.6,0,40-49,Male,"$60,000 - $79,999",37,69,100,Donald Trump,TX,Republican,Once a week,c
1243,1.29,0.4,50-59,Male,"$40,000 - $59,999",2463,91,15,Hillary Clinton,PA,Democrat,Never,c
85,0.86,0,40-49,Male,"Over $100,000",408,51,13,Donald Trump,MN,Independent,Never,c
1247,0.71,0,30-39,Female,"$40,000 - $59,999",45,55,0,Hillary Clinton,MO,Democrat,Never,c
485,0.48,1,40-49,Male,"$40,000 - $59,999",61,62,66,Hillary Clinton,NY,Democrat,Once a week,c
277,1.78,0,50-59,Female,"$60,000 - $79,999",99,9,90,Donald Trump,MI,Republican,A few times a year,c
228,1.1,0.2,18-29,Female,"Under $20,000",108,100,0,Didn't vote,AZ,Independent,Never,c
129,0.34,0.34,18-29,Male,"Over $100,000",78,66,70,Someone else,NY,Democrat,Once or twice a month,c
69,0.09,0,30-39,Female,"$20,000 - $39,999",47,60,0,Didn't vote,NC,Democrat,Never,c
472,1.11,0,30-39,Male,"$20,000 - $39,999",242,96,10,Hillary Clinton,MA,Democrat,Never,c
136,0.02,0.8,30-39,Male,"$40,000 - $59,999",183,76,80,Donald Trump,NY,Republican,Once or twice a month,c
202,1.22,1,18-29,Female,"Under $20,000",27,85,74,Didn't vote,MI,Democrat,A few times a year,c
117,0.74,0.5,30-39,Female,"Over $100,000",28,20,95,Donald Trump,NY,Republican,More than once a week,c
1044,0.68,0,18-29,Male,"$40,000 - $59,999",45,100,0,Donald Trump,IL,Democrat,Never,c
124,0.31,1,30-39,Male,"Under $20,000",41,81,0,Hillary Clinton,CA,Democrat,Never,c
273,1.16,1,50-59,Male,"$40,000 - $59,999",57,50,71,Someone else,NY,Independent,A few times a year,c
954,1.54,0,30-39,Male,"$20,000 - $39,999",645,82,0,Didn't vote,OR,Democrat,Never,c
223,1.71,0.8,30-39,Male,"$80,000 - $99,999",112,20,80,Donald Trump,TX,Republican,Once or twice a month,c
123,1.65,0,30-39,Male,"$20,000 - $39,999",32,84,0,Hillary Clinton,CA,Democrat,Never,c
54,0.54,1,40-49,Male,"Over $100,000",75,10,91,Donald Trump,OK,Republican,Once or twice a month,c
105,1.8,0,18-29,Female,"$40,000 - $59,999",66,19,92,Donald Trump,IN,Republican,Once a week,c
282,0.57,1,18-29,Male,"$80,000 - $99,999",108,76,78,Hillary Clinton,TX,Democrat,Once or twice a month,c
443,1.87,0,30-39,Male,"$40,000 - $59,999",54,76,0,Hillary Clinton,MN,Democrat,Never,c
51,1.29,0.77,30-39,Male,"Over $100,000",24,0,7,Donald Trump,IL,Republican,Seldom,c
196,0.34,0.2,30-39,Female,"$20,000 - $39,999",451,56,0,Hillary Clinton,GA,Democrat,Never,c
201,0.79,0,18-29,Male,"$60,000 - $79,999",73,74,6,Hillary Clinton,NJ,Democrat,Never,c
288,1.9,0,30-39,Male,"$60,000 - $79,999",57,40,69,Donald Trump,MI,Independent,A few times a year,c
348,0.52,0.8,18-29,Female,"$40,000 - $59,999",64,92,84,Hillary Clinton,CA,Democrat,Seldom,c
1087,0.19,0,18-29,Male,"Under $20,000",539,29,19,Donald Trump,CA,Republican,A few times a year,c
1647,1.64,0,40-49,Male,"$20,000 - $39,999",45,68,86,Donald Trump,FL,Independent,Once or twice a month,c
1636,0.66,0,18-29,Female,"$40,000 - $59,999",2760,58,0,Someone else,TX,Democrat,A few times a year,c
191,0.24,0,30-39,Female,"$20,000 - $39,999",135,79,87,Hillary Clinton,NV,Democrat,A few times a year,c
275,1.85,0.35,30-39,Female,"$60,000 - $79,999",110,100,0,Hillary Clinton,PA,Democrat,Never,c
1250,0.15,0,18-29,Male,"Under $20,000",45,71,40,Hillary Clinton,NY,Democrat,Once or twice a month,c
227,1.51,0.91,18-29,Male,"$40,000 - $59,999",35,82,1,Hillary Clinton,MS,Democrat,Never,c
190,1.38,0.4,30-39,Female,"$40,000 - $59,999",49,85,94,Hillary Clinton,OH,Democrat,Seldom,c
640,0.73,1,60-69,Female,"Under $20,000",270,58,73,Didn't vote,AZ,Independent,Once or twice a month,c
114,0.91,1,18-29,Male,"$60,000 - $79,999",123,60,95,Donald Trump,WA,Republican,More than once a week,c
56,1.58,1,30-39,Male,"$40,000 - $59,999",31,20,40,Donald Trump,TX,Republican,A few times a year,c
169,0.65,0.2,18-29,Female,"$20,000 - $39,999",3131,78,76,Donald Trump,CA,Republican,Never,c
166,0.34,0,30-39,Female,"$60,000 - $79,999",46,97,0,Hillary Clinton,KY,Democrat,Never,c
130,1.37,0,18-29,Male,"Over $100,000",42,100,0,Donald Trump,LA,Republican,Never,c
335,1.07,0.2,30-39,Male,"$60,000 - $79,999",635,57,59,Didn't vote,MA,Independent,Once a week,c
273,1.26,0.6,18-29,Female,"$60,000 - $79,999",101,88,81,Donald Trump,NY,Republican,Once or twice a month,c
259,1.77,0,30-39,Female,"$20,000 - $39,999",446,67,0,Donald Trump,OH,Independent,Never,c
388,0.58,0.3,50-59,Female,"$20,000 - $39,999",48,100,0,Hillary Clinton,CA,Democrat,Never,c
178,0.23,0.2,18-29,Male,"Under $20,000",56,0,100,Donald Trump,FL,Republican,Once a week,c
208,1.22,0.98,18-29,Female,"$60,000 - $79,999",62,81,0,Hillary Clinton,MO,Democrat,Never,c
118,1.86,0.4,18-29,Male,"$60,000 - $79,999",63,8,91,Donald Trump,CA,Republican,Once a week,c
58,1.06,0.4,30-39,Female,"$80,000 - $99,999",130,75,50,Hillary Clinton,MN,Independent,A few times a year,c
151,0.72,0.5,30-39,Female,"Over $100,000",147,62,23,Donald Trump,TX,Republican,Seldom,c
139,0.3,0.5,30-39,Male,"$20,000 - $39,999",274,74,1,Didn't vote,NY,Democrat,Never,c
251,1.23,0.4,30-39,Male,"Under $20,000",43,85,0,Didn't vote,TN,Democrat,Never,c
553,0.23,0.2,18-29,Female,"Over $100,000",223,84,90,Donald Trump,AL,Republican,More than once a week,c
93,1.58,1,18-29,Female,"$20,000 - $39,999",861,100,0,Hillary Clinton,MA,Democrat,A few times a year,c
164,0.31,0,30-39,Male,"$20,000 - $39,999",28,60,0,Didn't vote,WA,Independent,Never,c
261,1.63,0.6,18-29,Female,"$60,000 - $79,999",438,87,72,Donald Trump,NY,Republican,Once or twice a month,c
405,0.77,0,30-39,Male,"$40,000 - $59,999",40,76,9,Hillary Clinton,PA,Democrat,Seldom,c
77,0.43,0,30-39,Male,"$20,000 - $39,999",454,93,33,Hillary Clinton,NY,Democrat,Never,c
217,1.86,1,30-39,Male,"$40,000 - $59,999",74,100,0,Hillary Clinton,AZ,Democrat,Never,c
194,1.24,1,60-69,Male,"$40,000 - $59,999",87,80,72,Donald Trump,TX,Republican,Once a week,c
1580,1.32,0.9,30-39,Female,"$60,000 - $79,999",2444,88,94,Hillary Clinton,AK,Democrat,Once a week,c
222,1.79,0.1,40-49,Female,"Over $100,000",23,65,32,Donald Trump,CA,Democrat,Once or twice a month,c
811,0.28,0.28,30-39,Male,"$80,000 - $99,999",270,53,54,Donald Trump,NY,Republican,Once a week,c
85,0.43,0.2,18-29,Male,"$40,000 - $59,999",60,42,1,Didn't vote,MI,Republican,Never,c
275,0.32,0.8,70 or over,Female,"$60,000 - $79,999",97,81,81,Donald Trump,TX,Republican,Seldom,c
92,0.22,0,30-39,Female,"$60,000 - $79,999",40,81,90,Hillary Clinton,SC,Something else,Once a week,c
1369,0.45,0.5,30-39,Male,"Under $20,000",45,0,0,Donald Trump,NY,Republican,Seldom,c
145,1.08,0.8,30-39,Female,"Under $20,000",45,85,18,Hillary Clinton,MD,Democrat,Seldom,c
870,0.61,0,18-29,Female,"$20,000 - $39,999",2276,0,9,Donald Trump,CO,Republican,Never,c
1339,0.52,1,18-29,Male,"$60,000 - $79,999",646,42,5,Donald Trump,NC,Republican,Never,c
70,0.9,0.2,40-49,Male,"$40,000 - $59,999",746,56,85,Didn't vote,NY,Independent,Once a week,c
825,0.53,0,50-59,Female,"$20,000 - $39,999",35,20,3,Donald Trump,TX,Republican,Once or twice a month,c
647,0.75,0.4,30-39,Female,"$20,000 - $39,999",2760,51,6,Hillary Clinton,FL,Independent,Never,c
1277,1.39,0,30-39,Female,"$60,000 - $79,999",1253,0,100,Donald Trump,KY,Republican,More than once a week,c
1624,0.87,1,50-59,Male,"Under $20,000",45,91,0,Hillary Clinton,MI,Democrat,Never,c
216,0.52,1,18-29,Male,"$20,000 - $39,999",94,90,83,Donald Trump,WA,Republican,Once a week,c
72,1.13,1,30-39,Female,"$20,000 - $39,999",560,51,71,Didn't vote,WI,Independent,A few times a year,b
392,0.83,0,30-39,Other / Prefer not to state,"Under $20,000",526,60,0,Hillary Clinton,IL,Democrat,Never,b
77,0.1,0.4,30-39,Female,"Over $100,000",26,100,0,Didn't vote,FL,Democrat,Never,b
728,1.47,0,18-29,Male,"$20,000 - $39,999",1526,80,0,Someone else,CO,Democrat,Never,b
614,0.82,0.2,40-49,Female,"Under $20,000",143,20,82,Donald Trump,OR,Republican,Once a week,b
147,0.5,0.1,18-29,Male,"$40,000 - $59,999",49,60,0,Hillary Clinton,NY,Independent,Never,b
118,0.76,0,18-29,Male,"$20,000 - $39,999",161,50,5,Donald Trump,WI,Republican,Seldom,b
44,0.49,0,30-39,Female,"Under $20,000",753,79,0,Hillary Clinton,MD,Democrat,Never,b
456,0.98,0,30-39,Male,"$40,000 - $59,999",23,81,0,Hillary Clinton,FL,Democrat,Never,b
61,0.49,0,18-29,Female,"Under $20,000",32,100,0,Didn't vote,MO,Democrat,Never,b
1048,1.88,0,18-29,Male,"$20,000 - $39,999",1672,67,0,Hillary Clinton,NJ,Independent,Never,b
120,1.75,0,50-59,Female,"Under $20,000",54,81,0,Hillary Clinton,FL,Democrat,Never,b
152,1.07,0.5,30-39,Female,"$20,000 - $39,999",46,46,81,Donald Trump,KY,Republican,Once a week,b
534,0.4,0,18-29,Male,"$40,000 - $59,999",2435,84,0,Didn't vote,NE,Democrat,Never,b
462,0.42,1,18-29,Male,"$40,000 - $59,999",1204,66,100,Didn't vote,CO,Democrat,Once or twice a month,b
177,1.29,0.5,18-29,Male,"$20,000 - $39,999",101,87,11,Hillary Clinton,MA,Democrat,Never,b
105,0.13,0.6,60-69,Male,"Over $100,000",61,43,93,Donald Trump,GA,Independent,Never,b
87,0.51,0.4,30-39,Male,"$20,000 - $39,999",45,69,92,Didn't vote,KY,Something else,Once or twice a month,b
93,1.28,0,30-39,Female,"$40,000 - $59,999",45,55,0,Hillary Clinton,MO,Democrat,Never,b
135,1.33,0.4,40-49,Male,"$20,000 - $39,999",49,36,76,Someone else,NY,Republican,A few times a year,b
1714,0.82,0.6,18-29,Female,"$40,000 - $59,999",46,18,9,Donald Trump,MO,Republican,A few times a year,b
296,0.68,0,18-29,Male,"$20,000 - $39,999",59,51,81,Someone else,MD,Democrat,Once a week,b
114,0.15,0,40-49,Male,"$40,000 - $59,999",67,70,4,Hillary Clinton,NY,Independent,Never,b
467,0.07,0.6,18-29,Male,"Over $100,000",46,100,71,Hillary Clinton,MD,Independent,Never,b
78,0.08,0,18-29,Other / Prefer not to state,"$20,000 - $39,999",36,100,0,Didn't vote,SC,Democrat,Never,b
1477,0.59,0,30-39,Male,"$60,000 - $79,999",2789,47,31,Donald Trump,UT,Republican,Once a week,b
82,0.39,0.05,18-29,Male,"Under $20,000",62,40,100,Donald Trump,NV,Republican,Once or twice a month,b
155,1.23,1,50-59,Female,"$20,000 - $39,999",64,19,99,Donald Trump,CA,Republican,Once a week,b
50,1.77,0.6,40-49,Female,"$40,000 - $59,999",2671,23,58,Didn't vote,SC,Republican,A few times a year,b
894,1.62,0,30-39,Male,"$20,000 - $39,999",40,40,0,Donald Trump,NC,Republican,Never,b
37,0.25,0,18-29,Male,"$20,000 - $39,999",104,79,0,Hillary Clinton,MO,Democrat,Never,b
122,1.51,1,30-39,Female,"Under $20,000",44,60,0,Hillary Clinton,MA,Democrat,Never,b
228,1.87,0.2,30-39,Male,"$20,000 - $39,999",34,81,1,Hillary Clinton,PA,Democrat,Never,b
106,0.39,0,18-29,Male,"$80,000 - $99,999",161,55,0,Donald Trump,PA,Independent,Never,b
110,0.33,0.33,30-39,Male,"$20,000 - $39,999",70,80,84,Someone else,CA,Independent,Seldom,b
293,1.26,0,18-29,Male,"$20,000 - $39,999",101,63,66,Hillary Clinton,KS,Democrat,Never,b
70,0.99,0,18-29,Male,"$60,000 - $79,999",32,18,53,Donald Trump,CT,Republican,Seldom,b
241,1.64,0.3,50-59,Female,"Under $20,000",113,50,34,Hillary Clinton,MO,Independent,Seldom,b
310,1.33,0.4,18-29,Female,"Under $20,000",37,57,92,Donald Trump,CA,Republican,Once or twice a month,b
79,0.17,0,18-29,Male,"Over $100,000",101,100,8,Hillary Clinton,PA,Democrat,Never,b
72,0.88,0,30-39,Female,"$80,000 - $99,999",31,89,0,Hillary Clinton,NM,Democrat,Never,b
80,0.13,0,30-39,Male,"Under $20,000",204,20,9,Didn't vote,AZ,Independent,Never,b
68,1.28,0,30-39,Female,"$80,000 - $99,999",48,100,0,Hillary Clinton,MI,Democrat,Never,b
184,0.59,0.4,18-29,Female,"Under $20,000",52,81,71,Hillary Clinton,AL,Republican,Once a week,b
78,0.93,0,18-29,Female,"$40,000 - $59,999",47,96,0,Hillary Clinton,NJ,Independent,Seldom,b
70,0.54,0,30-39,Male,"$80,000 - $99,999",45,16,91,Donald Trump,PA,Republican,Once a week,b
86,1.3,0.8,18-29,Female,"Under $20,000",44,100,0,Didn't vote,NJ,Independent,Never,b
819,1.69,0.4,18-29,Male,"Over $100,000",28,61,81,Didn't vote,TN,Independent,Seldom,b
143,1.91,0,40-49,Male,"$40,000 - $59,999",35,16,0,Hillary Clinton,MD,Independent,Never,b
71,1.46,1,40-49,Male,"$40,000 - $59,999",38,100,0,Hillary Clinton,WA,Democrat,Seldom,b
102,0.24,1,40-49,Female,"Under $20,000",42,0,100,Didn't vote,MO,Republican,More than once a week,b
505,0.54,0,18-29,Male,"$80,000 - $99,999",28,100,1,Hillary Clinton,FL,Democrat,Never,b
154,0.48,0.6,60-69,Female,"$20,000 - $39,999",111,50,7,Hillary Clinton,PA,Independent,Never,b
189,0.25,0.2,18-29,Female,"$20,000 - $39,999",117,95,1,Hillary Clinton,KY,Democrat,Seldom,b
